category,date_calculated,sum,YYYY,exmonth
Motion picture film processing or reproduction,2011-12-01,800,2011,12
Motion picture film processing or reproduction,2013-11-01,600,2013,11
Motion picture film processing or reproduction,2014-12-01,2250,2014,12
Motion picture film processing or reproduction,2013-07-01,5500,2013,7
Motion picture film processing or reproduction,2012-10-01,15900,2012,10
Motion picture film processing or reproduction,2013-08-01,1350,2013,8
Motion picture film processing or reproduction,2014-11-01,1250,2014,11
Motion picture film processing or reproduction,2012-04-01,2292.5,2012,4
Motion picture film processing or reproduction,2013-10-01,3380,2013,10
Motion picture film processing or reproduction,2011-02-01,3478.75,2011,2
Motion picture film processing or reproduction,2012-01-01,10000,2012,1
Motion picture film processing or reproduction,2012-05-01,1700,2012,5
Motion picture film processing or reproduction,2011-11-01,14750,2011,11
Motion picture film processing or reproduction,2014-10-01,49.86,2014,10
Motion picture film processing or reproduction,2012-11-01,1600,2012,11
Motion picture film processing or reproduction,2013-01-01,1780,2013,1
Motion picture film processing or reproduction,2014-06-01,500,2014,6
Motion picture film processing or reproduction,2012-06-01,2000,2012,6
Motion picture film processing or reproduction,2011-04-01,1050,2011,4
Motion picture film processing or reproduction,2011-08-01,15835,2011,8
Motor vehicles,2011-03-01,23982.66,2011,3
Motor vehicles,2011-12-01,25863.78,2011,12
Motor vehicles,2013-11-01,33537.81,2013,11
Motor vehicles,2013-02-01,14612.62,2013,2
Motor vehicles,2011-06-01,10318.93,2011,6
Motor vehicles,2012-09-01,3741.75,2012,9
Motor vehicles,2011-07-01,21772.23,2011,7
Motor vehicles,2013-07-01,120768.66,2013,7
Motor vehicles,2014-12-01,7108.23,2014,12
Motor vehicles,2014-05-01,1259.46,2014,5
Motor vehicles,2011-09-01,15658.32,2011,9
Motor vehicles,2011-08-01,2201.62,2011,8
Motor vehicles,2012-03-01,23454.84,2012,3
Motor vehicles,2014-08-01,31648.27,2014,8
Motor vehicles,2013-03-01,19269.1,2013,3
Motor vehicles,2013-05-01,30128.15,2013,5
Motor vehicles,2013-09-01,39708.23,2013,9
Motor vehicles,2013-04-01,12159.62,2013,4
Motor vehicles,2012-11-01,15434.59,2012,11
Motor vehicles,2014-10-01,67542.78,2014,10
Motor vehicles,2013-01-01,11121.65,2013,1
Motor vehicles,2012-07-01,10585.98,2012,7
Motor vehicles,2011-11-01,17501.11,2011,11
Motor vehicles,2013-06-01,21983.26,2013,6
Motor vehicles,2011-04-01,11846.97,2011,4
Motor vehicles,2011-01-01,27510.15,2011,1
Motor vehicles,2012-06-01,23857.55,2012,6
Motor vehicles,2014-07-01,9733.12,2014,7
Motor vehicles,2014-06-01,7394.57,2014,6
Motor vehicles,2014-03-01,1047.19,2014,3
Motor vehicles,2012-12-01,13284.98,2012,12
Motor vehicles,2012-04-01,19797.47,2012,4
Motor vehicles,2011-10-01,17938.81,2011,10
Motor vehicles,2012-10-01,45717.26,2012,10
Motor vehicles,2011-05-01,14166.21,2011,5
Motor vehicles,2014-11-01,20393.46,2014,11
Motor vehicles,2013-08-01,13158.44,2013,8
Motor vehicles,2014-02-01,525.5,2014,2
Motor vehicles,2012-05-01,1950,2012,5
Motor vehicles,2013-10-01,33512.85,2013,10
Motor vehicles,2014-04-01,446.55,2014,4
Motor vehicles,2012-08-01,19290.87,2012,8
Motor vehicles,2011-02-01,31403.84,2011,2
Motor vehicles,2012-01-01,18817.42,2012,1
Motor vehicles,2012-02-01,17887.75,2012,2
Motor vehicles manufacture services,2011-07-01,3895,2011,7
Motor vehicles manufacture services,2014-12-01,209796.97,2014,12
Motor vehicles manufacture services,2011-12-01,63930.09,2011,12
Motor vehicles manufacture services,2013-11-01,841520,2013,11
Motor vehicles manufacture services,2013-05-01,1778.93,2013,5
Motor vehicles manufacture services,2011-01-01,21641.25,2011,1
Motor vehicles manufacture services,2013-06-01,809.6,2013,6
Motor vehicles manufacture services,2011-11-01,4223.4,2011,11
Motor vehicles manufacture services,2012-05-01,5651,2012,5
Museums,2012-12-01,728.63,2012,12
Museums,2013-03-01,765.85,2013,3
Newspapers,2012-05-01,18277.01,2012,5
Newspapers,2012-08-01,21597.77,2012,8
Newspapers,2012-12-01,18379.43,2012,12
Newspapers,2012-04-01,9964.87,2012,4
Newspapers,2012-10-01,27060.01,2012,10
Newspapers,2012-06-01,30267.17,2012,6
Newspapers,2012-11-01,30980.61,2012,11
Newspapers,2013-01-01,12296.54,2013,1
Newspapers,2012-07-01,16904.96,2012,7
Newspapers,2013-03-01,11470.23,2013,3
Newspapers,2012-03-01,14828.11,2012,3
Newspapers,2012-09-01,12219.8,2012,9
Newspapers,2012-02-01,2325,2012,2
Newspapers,2013-02-01,11469.29,2013,2
Office equipment rental or leasing services,2014-10-01,453.66,2014,10
Office equipment rental or leasing services,2014-11-01,454.89,2014,11
Office furniture,2011-06-01,624.51,2011,6
Office furniture,2012-02-01,4872,2012,2
Office furniture,2011-03-01,9025.08,2011,3
Office furniture,2011-12-01,2609.46,2011,12
Office furniture,2011-09-01,5157.95,2011,9
Office furniture,2012-09-01,11700,2012,9
Office furniture,2011-07-01,2093,2011,7
Office furniture,2014-12-01,1101.6,2014,12
Office furniture,2013-07-01,1583.94,2013,7
Office furniture,2011-08-01,55524.23,2011,8
Office furniture,2012-03-01,4847.56,2012,3
Office furniture,2013-04-01,430.2,2013,4
Office furniture,2013-03-01,770.87,2013,3
Office furniture,2012-07-01,444,2012,7
Office furniture,2011-11-01,22745.66,2011,11
Office furniture,2013-01-01,1243.2,2013,1
Office furniture,2014-07-01,16720.45,2014,7
Office furniture,2011-01-01,27215.83,2011,1
Office furniture,2013-06-01,74872.58,2013,6
Office furniture,2011-04-01,7616.53,2011,4
Office furniture,2011-10-01,997.07,2011,10
Office furniture,2012-10-01,17894.08,2012,10
Office furniture,2011-05-01,748,2011,5
Office furniture,2013-08-01,1156.25,2013,8
Office furniture,2014-11-01,525.84,2014,11
Office furniture,2012-12-01,7247.35,2012,12
Office furniture,2012-04-01,6819.55,2012,4
Office furniture,2012-08-01,581.94,2012,8
Office furniture,2011-02-01,2316.14,2011,2
Office furniture,2012-01-01,5203.73,2012,1
Office furniture,2012-05-01,30893.35,2012,5
Office machinery or equipment manufacture services,2011-10-01,10770.77,2011,10
Office machinery or equipment manufacture services,2012-10-01,694,2012,10
Office machinery or equipment manufacture services,2011-05-01,430,2011,5
Office machinery or equipment manufacture services,2013-08-01,972.99,2013,8
Office machinery or equipment manufacture services,2012-05-01,2550.64,2012,5
Office machinery or equipment manufacture services,2011-02-01,1650,2011,2
Office machinery or equipment manufacture services,2012-01-01,860.22,2012,1
Office machinery or equipment manufacture services,2012-11-01,1541.05,2012,11
Office machinery or equipment manufacture services,2013-01-01,1010,2013,1
Office machinery or equipment manufacture services,2011-04-01,1998,2011,4
Office machinery or equipment manufacture services,2012-06-01,2979.66,2012,6
Office machinery or equipment manufacture services,2012-03-01,13.52,2012,3
Office machinery or equipment manufacture services,2013-03-01,972.99,2013,3
Office machinery or equipment manufacture services,2012-02-01,1010,2012,2
Office machinery or equipment manufacture services,2011-03-01,6135.84,2011,3
Office machinery or equipment manufacture services,2011-12-01,468.7,2011,12
Office machinery or equipment manufacture services,2013-11-01,972.99,2013,11
Office machinery or equipment manufacture services,2013-02-01,1010,2013,2
Office machinery or equipment manufacture services,2012-09-01,2096.06,2012,9
Office machinery or equipment manufacture services,2011-07-01,2400,2011,7
Office machinery or equipment manufacture services,2014-12-01,1000,2014,12
Office machinery or equipment manufacture services,2012-12-01,1035.64,2012,12
Office machinery or equipment manufacture services,2012-04-01,3562,2012,4
Office machines and their supplies and accessories,2011-06-01,3035.24,2011,6
Office machines and their supplies and accessories,2011-03-01,3035.24,2011,3
Office machines and their supplies and accessories,2011-07-01,1268.42,2011,7
Office machines and their supplies and accessories,2012-09-01,3191.53,2012,9
Office machines and their supplies and accessories,2011-08-01,3232.53,2011,8
Office machines and their supplies and accessories,2011-11-01,4500.95,2011,11
Office machines and their supplies and accessories,2012-07-01,2692.54,2012,7
Office machines and their supplies and accessories,2013-01-01,750,2013,1
Office machines and their supplies and accessories,2013-06-01,450,2013,6
Office machines and their supplies and accessories,2011-05-01,1268.42,2011,5
Office machines and their supplies and accessories,2012-10-01,3232.52,2012,10
Office machines and their supplies and accessories,2012-01-01,1268.42,2012,1
Office machines and their supplies and accessories,2012-05-01,4500.95,2012,5
Oil and gas extraction and production enhancement services,2014-10-01,2484,2014,10
Organizations and Clubs,2011-09-01,19947.87,2011,9
Organizations and Clubs,2011-03-01,1950,2011,3
Organizations and Clubs,2012-02-01,14385.59,2012,2
Organizations and Clubs,2011-12-01,23532.9,2011,12
Organizations and Clubs,2011-06-01,1950,2011,6
Organizations and Clubs,2013-04-01,6590,2013,4
Organizations and Clubs,2013-05-01,935,2013,5
Organizations and Clubs,2013-03-01,500,2013,3
Organizations and Clubs,2011-08-01,63701.02,2011,8
Organizations and Clubs,2012-03-01,103270.8,2012,3
Organizations and Clubs,2011-04-01,7594.38,2011,4
Organizations and Clubs,2013-06-01,1450,2013,6
Organizations and Clubs,2012-06-01,140192.03,2012,6
Organizations and Clubs,2011-01-01,1678.77,2011,1
Organizations and Clubs,2012-11-01,7563.19,2012,11
Organizations and Clubs,2013-01-01,465.92,2013,1
Organizations and Clubs,2011-11-01,3200,2011,11
Organizations and Clubs,2012-07-01,29616.31,2012,7
Organizations and Clubs,2012-05-01,125192.44,2012,5
Organizations and Clubs,2011-02-01,4635,2011,2
Organizations and Clubs,2012-08-01,30688.82,2012,8
Organizations and Clubs,2014-04-01,5000,2014,4
Organizations and Clubs,2012-01-01,14503.66,2012,1
Organizations and Clubs,2012-04-01,153306.12,2012,4
Organizations and Clubs,2012-12-01,865,2012,12
Organizations and Clubs,2012-10-01,1677,2012,10
Organizations and Clubs,2011-10-01,15513.75,2011,10
Organizations and Clubs,2011-05-01,2755,2011,5
Organizations and Clubs,2012-09-01,4212.65,2012,9
Other domestic household appliances,2012-09-01,504.33,2012,9
Other domestic household appliances,2011-04-01,729,2011,4
Other domestic household appliances,2011-02-01,4625,2011,2
Other domestic household appliances,2011-05-01,1985,2011,5
Painting services,2013-03-01,9272.94,2013,3
Painting services,2013-09-01,12695,2013,9
Painting services,2012-03-01,1455,2012,3
Painting services,2011-08-01,10828,2011,8
Painting services,2011-09-01,31270.08,2011,9
Painting services,2014-12-01,7755.59,2014,12
Painting services,2012-09-01,40103.14,2012,9
Painting services,2011-06-01,6393.75,2011,6
Painting services,2013-02-01,10077.21,2013,2
Painting services,2011-03-01,8242.87,2011,3
Painting services,2012-01-01,32638.77,2012,1
Painting services,2012-08-01,16251.06,2012,8
Painting services,2013-10-01,3190,2013,10
Painting services,2012-05-01,22388.57,2012,5
Painting services,2011-05-01,2945,2011,5
Painting services,2014-11-01,3222,2014,11
Painting services,2013-08-01,5580,2013,8
Painting services,2011-10-01,13701.75,2011,10
Painting services,2012-10-01,37663.24,2012,10
Painting services,2012-12-01,12332.99,2012,12
Painting services,2011-01-01,23060,2011,1
Painting services,2012-06-01,9487,2012,6
Painting services,2011-04-01,2484,2011,4
Painting services,2012-07-01,10544.93,2012,7
Painting services,2011-11-01,7422.19,2011,11
Painting services,2013-01-01,15848.12,2013,1
Painting services,2014-10-01,31421.37,2014,10
Painting services,2012-11-01,29417.86,2012,11
Painting services,2013-04-01,1585,2013,4
Passenger air transportation,2012-01-01,69500,2012,1
Passenger air transportation,2011-10-01,34750,2011,10
Passenger air transportation,2012-10-01,34750,2012,10
Passenger air transportation,2011-05-01,34750,2011,5
Passenger air transportation,2014-11-01,481067.83,2014,11
Passenger air transportation,2012-04-01,34750,2012,4
Passenger air transportation,2012-06-01,34750,2012,6
Passenger air transportation,2011-04-01,34750,2011,4
Passenger air transportation,2012-07-01,69500,2012,7
Passenger air transportation,2011-11-01,34750,2011,11
Passenger air transportation,2014-10-01,237755.57,2014,10
Passenger air transportation,2012-11-01,34750,2012,11
Passenger air transportation,2013-01-01,34750,2013,1
Passenger air transportation,2013-03-01,34750,2013,3
Passenger air transportation,2011-08-01,34750,2011,8
Passenger air transportation,2012-03-01,69500,2012,3
Passenger air transportation,2011-09-01,34750,2011,9
Passenger air transportation,2012-09-01,69500,2012,9
Passenger air transportation,2014-12-01,104337.32,2014,12
Passenger air transportation,2011-06-01,34750,2011,6
Passenger air transportation,2013-02-01,34750,2013,2
Passenger railway transportation,2014-05-01,5060.85,2014,5
Passenger railway transportation,2011-09-01,837.9,2011,9
Passenger railway transportation,2011-03-01,40828.34,2011,3
Passenger railway transportation,2014-01-01,9623.45,2014,1
Passenger railway transportation,2012-02-01,19649.8,2012,2
Passenger railway transportation,2011-12-01,21141.78,2011,12
Passenger railway transportation,2011-06-01,18448.43,2011,6
Passenger railway transportation,2014-08-01,8713.45,2014,8
Passenger railway transportation,2011-08-01,15182.86,2011,8
Passenger railway transportation,2011-04-01,40736.88,2011,4
Passenger railway transportation,2011-01-01,14571.83,2011,1
Passenger railway transportation,2012-06-01,782.63,2012,6
Passenger railway transportation,2014-07-01,2415.25,2014,7
Passenger railway transportation,2014-03-01,3032,2014,3
Passenger railway transportation,2011-11-01,13989.92,2011,11
Passenger railway transportation,2012-07-01,3950,2012,7
Passenger railway transportation,2012-05-01,2438,2012,5
Passenger railway transportation,2011-02-01,4344.91,2011,2
Passenger railway transportation,2014-04-01,8777.55,2014,4
Passenger railway transportation,2012-01-01,12431.48,2012,1
Passenger railway transportation,2012-04-01,15233.01,2012,4
Passenger railway transportation,2011-10-01,16558.92,2011,10
Passenger railway transportation,2011-05-01,33045.76,2011,5
Passenger railway transportation,2011-07-01,16196.04,2011,7
Passenger transport,2012-05-01,1763338.74,2012,5
Passenger transport,2014-02-01,115993.99,2014,2
Passenger transport,2012-01-01,1636387.22,2012,1
Passenger transport,2012-08-01,2612941.36,2012,8
Passenger transport,2014-04-01,100757.34,2014,4
Passenger transport,2013-10-01,124308.36,2013,10
Passenger transport,2011-02-01,1468953.56,2011,2
Passenger transport,2012-12-01,2324361.72,2012,12
Passenger transport,2012-04-01,2311760.23,2012,4
Passenger transport,2011-05-01,1727460.45,2011,5
Passenger transport,2013-08-01,49170.07,2013,8
Passenger transport,2014-11-01,1666827.86,2014,11
Passenger transport,2011-10-01,2007345.89,2011,10
Passenger transport,2012-10-01,2095284.57,2012,10
Passenger transport,2013-06-01,38551.54,2013,6
Passenger transport,2011-04-01,2371101.97,2011,4
Passenger transport,2014-03-01,92582.03,2014,3
Passenger transport,2014-07-01,396410.84,2014,7
Passenger transport,2014-06-01,510000.62,2014,6
Passenger transport,2012-06-01,2568707.14,2012,6
Passenger transport,2011-01-01,1297586.24,2011,1
Passenger transport,2013-01-01,1903109.67,2013,1
Passenger transport,2012-11-01,2270867.01,2012,11
Passenger transport,2014-10-01,1976979.35,2014,10
Passenger transport,2012-07-01,2027554.72,2012,7
Passenger transport,2011-11-01,1935196.01,2011,11
Passenger transport,2013-12-01,121274.71,2013,12
Passenger transport,2013-09-01,8313.06,2013,9
Passenger transport,2013-04-01,127525.61,2013,4
Passenger transport,2013-05-01,159347.29,2013,5
Passenger transport,2013-03-01,2065065.79,2013,3
Passenger transport,2014-08-01,350359.33,2014,8
Passenger transport,2012-03-01,2173028.25,2012,3
Passenger transport,2011-08-01,2060819.02,2011,8
Passenger transport,2014-12-01,2650712.29,2014,12
Passenger transport,2013-07-01,197781.2,2013,7
Passenger transport,2012-09-01,1423391.38,2012,9
Passenger transport,2011-07-01,2259841.05,2011,7
Passenger transport,2011-09-01,1431985.78,2011,9
Passenger transport,2014-05-01,57712.55,2014,5
Passenger transport,2011-12-01,2328541.07,2011,12
Passenger transport,2013-11-01,132060.56,2013,11
Passenger transport,2013-02-01,2139451.14,2013,2
Passenger transport,2012-02-01,2045581.41,2012,2
Passenger transport,2014-01-01,99647.68,2014,1
Passenger transport,2011-03-01,2075916.46,2011,3
Passenger transport,2011-06-01,2303656.34,2011,6
Patent or trademark or copyright law,2014-12-01,472,2014,12
Patent or trademark or copyright law,2012-12-01,916,2012,12
Patent or trademark or copyright law,2014-10-01,590,2014,10
Patent or trademark or copyright law,2012-07-01,987.15,2012,7
Patent or trademark or copyright law,2011-04-01,703.5,2011,4
Performing arts,2012-06-01,1972.31,2012,6
Performing arts,2011-04-01,1270,2011,4
Performing arts,2012-07-01,851.48,2012,7
Performing arts,2014-10-01,600,2014,10
Performing arts,2011-02-01,2400,2011,2
Performing arts,2012-05-01,1196,2012,5
Performing arts,2011-05-01,750,2011,5
Performing arts,2012-10-01,638,2012,10
Performing arts,2011-10-01,1008,2011,10
Performing arts,2011-09-01,2908,2011,9
Performing arts,2011-07-01,670,2011,7
Performing arts,2012-09-01,605,2012,9
Performing arts,2011-06-01,20309,2011,6
Performing arts,2011-12-01,4017.48,2011,12
Performing arts,2011-03-01,600,2011,3
